originalTid,ovr,pick,pot,round,skills,tid,year,pid
17,34,24,52,2,[],17,2160,10535
6,31,16,57,2,['3'],6,2160,10536
-1,27,0,43,0,[],-1,2160,10537
27,47,13,63,1,[],27,2160,10538
7,37,7,59,2,[],7,2160,10539
-1,28,0,49,0,[],-1,2160,10540
11,36,14,56,2,[],11,2160,10541
4,53,10,61,1,['3'],4,2160,10542
23,43,12,56,2,[],23,2160,10543
-1,26,0,37,0,[],-1,2160,10544
9,35,25,48,2,[],9,2160,10545
-1,30,0,44,0,[],-1,2160,10546
-1,26,0,37,0,[],-1,2160,10547
9,48,25,59,1,[],9,2160,10548
-1,32,0,44,0,[],-1,2160,10549
28,31,27,57,1,[],28,2161,10550
4,42,3,67,1,[],4,2161,10551
19,30,25,58,1,[],19,2161,10552
26,37,7,64,1,[],26,2161,10553
23,44,1,70,1,[],23,2161,10554
27,32,12,61,1,[],27,2161,10555
24,27,19,61,1,[],24,2161,10556
14,32,29,56,1,[],14,2161,10557
6,29,9,55,2,[],6,2161,10558
10,27,15,53,2,[],10,2161,10559
12,36,20,58,1,[],12,2161,10560
18,36,4,67,1,[],18,2161,10561
3,28,22,60,1,[],3,2161,10562
15,28,17,61,1,[],15,2161,10563
2,33,24,58,1,[],2,2161,10564
11,36,9,63,1,[],11,2161,10565
16,28,8,55,2,[],16,2161,10566
29,33,14,60,1,[],29,2161,10567
26,25,6,56,2,[],26,2161,10568
24,26,20,52,2,[],24,2161,10569
11,25,7,56,2,[],11,2161,10570
18,29,3,56,2,[],18,2161,10571
13,32,28,57,1,[],13,2161,10572
21,33,15,60,1,[],21,2161,10573
5,27,2,57,2,[],5,2161,10574
27,25,11,54,2,[],27,2161,10575
22,25,24,46,2,[],22,2161,10576
4,23,13,55,2,[],4,2161,10577
7,24,12,55,2,[],7,2161,10578
23,31,1,56,2,[],23,2161,10579
1,29,18,52,2,[],1,2161,10580
7,34,11,62,1,[],7,2161,10581
17,32,30,56,1,[],17,2161,10582
0,26,21,50,2,[],0,2161,10583
14,20,29,40,2,[],14,2161,10584
-1,25,0,48,0,[],-1,2161,10585
-1,18,0,36,0,[],-1,2161,10586
-1,20,0,33,0,[],-1,2161,10587
25,41,13,61,1,['R'],25,2161,10588
28,23,28,44,2,[],28,2161,10589
25,34,10,56,2,[],25,2161,10590
6,39,10,64,1,[],6,2161,10591
22,41,23,59,1,[],22,2161,10592
-1,23,0,41,0,[],-1,2161,10593
20,36,4,56,2,[],20,2161,10594
8,42,5,65,1,[],8,2161,10595
13,27,27,48,2,[],13,2161,10596
21,34,14,54,2,[],21,2161,10597
0,36,21,62,1,[],0,2161,10598
9,37,26,58,1,[],23,2161,10599
29,33,16,54,2,[],29,2161,10600
8,32,5,59,2,[],8,2161,10601
15,35,17,53,2,[],15,2161,10602
5,60,2,78,1,['A'],5,2161,10603
20,49,6,64,1,['3'],20,2161,10604
12,32,19,55,2,[],12,2161,10605
16,55,8,67,1,"['B', 'Dp']",16,2161,10606
10,48,16,59,1,[],10,2161,10607
1,44,18,61,1,[],1,2161,10608
3,31,22,50,2,[],3,2161,10609
2,29,23,51,2,[],2,2161,10610
17,28,30,43,2,[],4,2161,10611
-1,26,0,36,0,[],-1,2161,10612
19,33,25,53,2,[],19,2161,10613
9,29,26,41,2,[],9,2161,10614
-1,23,0,38,0,[],-1,2161,10615
-1,28,0,37,0,[],-1,2161,10616
-1,23,0,36,0,[],-1,2161,10617
-1,24,0,35,0,[],-1,2161,10618
-1,26,0,32,0,[],-1,2161,10619
12,33,16,61,1,[],12,2162,10620
18,34,1,56,2,[],18,2162,10621
28,33,12,63,1,[],28,2162,10622
1,34,11,64,1,[],1,2162,10623
12,28,15,54,2,[],12,2162,10624
-1,19,0,38,0,[],-1,2162,10625
23,38,10,63,1,[],23,2162,10626
5,28,5,57,2,[],5,2162,10627
14,34,28,58,1,[],14,2162,10628
2,31,25,59,1,[],2,2162,10629
17,25,12,55,2,[],17,2162,10630
17,32,13,63,1,[],17,2162,10631
6,24,25,48,2,[],6,2162,10632
8,28,16,53,2,[],8,2162,10633
7,27,17,54,2,[],7,2162,10634
14,24,29,42,2,[],14,2162,10635
26,30,2,57,2,[],26,2162,10636
3,26,22,52,2,[],3,2162,10637
4,32,24,59,1,[],4,2162,10638
13,35,27,58,1,[],13,2162,10639
21,29,3,58,2,[],21,2162,10640
29,37,3,70,1,[],29,2162,10641
-1,18,0,37,0,[],-1,2162,10642
10,23,21,52,2,[],10,2162,10643
16,31,26,59,1,[],16,2162,10644
20,25,13,55,2,[],20,2162,10645
0,38,7,65,1,[],0,2162,10646
8,36,15,60,1,[],8,2162,10647
11,28,14,54,2,[],11,2162,10648
4,25,24,49,2,[],4,2162,10649
2,27,23,52,2,[],2,2162,10650
27,27,18,53,2,[],27,2162,10651
19,30,29,59,1,[],19,2162,10652
29,25,4,58,2,[],29,2162,10653
24,25,20,53,2,[],24,2162,10654
9,38,30,60,1,[],23,2162,10655
10,43,22,59,1,[],10,2162,10656
-1,20,0,35,0,[],-1,2162,10657
7,41,17,61,1,[],7,2162,10658
27,40,19,61,1,[],27,2162,10659
15,44,9,65,1,['3'],15,2162,10660
22,37,18,62,1,[],22,2162,10661
23,36,9,55,2,"['Di', 'Po', 'R']",23,2162,10662
18,51,2,71,1,['Ps'],18,2162,10663
0,38,6,56,2,[],0,2162,10664
16,27,26,50,2,[],16,2162,10665
25,33,8,57,2,[],25,2162,10666
13,25,27,45,2,[],13,2162,10667
11,54,1,70,1,[],11,2162,10668
22,31,19,54,2,[],22,2162,10669
24,39,20,61,1,[],24,2162,10670
-1,25,0,44,0,[],-1,2162,10671
3,41,21,60,1,['B'],3,2162,10672
19,33,28,53,2,[],19,2162,10673
20,50,14,62,1,[],20,2162,10674
5,55,6,68,1,[],5,2162,10675
15,38,7,59,2,[],15,2162,10676
26,54,5,67,1,[],26,2162,10677
6,45,23,60,1,[],6,2162,10678
28,37,11,58,2,[],28,2162,10679
1,37,10,59,2,[],1,2162,10680
21,56,4,68,1,"['B', 'Dp']",21,2162,10681
-1,30,0,44,0,[],-1,2162,10682
25,55,8,65,1,[],25,2162,10683
-1,29,0,45,0,[],-1,2162,10684
-1,22,0,32,0,[],-1,2162,10685
9,35,30,50,2,[],9,2162,10686
-1,29,0,43,0,[],-1,2162,10687
-1,27,0,37,0,[],-1,2162,10688
-1,20,0,28,0,[],-1,2162,10689
16,30,18,50,2,[],16,2163,10690
23,36,23,58,1,[],23,2163,10691
24,35,8,63,1,[],24,2163,10692
23,24,21,49,2,[],23,2163,10693
29,36,7,64,1,[],29,2163,10694
15,33,21,59,1,[],15,2163,10695
15,22,23,48,2,[],15,2163,10696
27,34,16,60,1,[],27,2163,10697
2,33,20,58,1,[],2,2163,10698
19,36,19,59,1,[],19,2163,10699
25,28,22,59,1,[],25,2163,10700
1,24,15,53,2,[],1,2163,10701
5,29,2,55,2,[],5,2163,10702
21,30,9,54,2,[],21,2163,10703
18,28,3,55,2,[],18,2163,10704
14,29,29,56,1,[],14,2163,10705
6,36,15,60,1,[],6,2163,10706
7,32,5,54,2,[],7,2163,10707
6,26,13,54,2,[],6,2163,10708
8,34,9,63,1,[],8,2163,10709
21,35,10,62,1,[],21,2163,10710
26,30,26,57,1,[],26,2163,10711
17,24,4,56,2,[],17,2163,10712
-1,16,0,34,0,[],-1,2163,10713
11,20,30,40,2,[],11,2163,10714
3,34,14,61,1,[],3,2163,10715
4,26,12,54,2,[],4,2163,10716
4,37,12,61,1,[],4,2163,10717
1,32,13,62,1,[],1,2163,10718
7,37,6,63,1,['B'],7,2163,10719
9,29,28,57,1,[],23,2163,10720
0,31,27,57,1,[],0,2163,10721
12,30,25,58,1,[],12,2163,10722
27,23,16,53,2,[],27,2163,10723
14,18,28,41,2,[],14,2163,10724
8,32,10,56,2,[],8,2163,10725
17,46,3,64,1,"['Di', 'Po', 'R']",17,2163,10726
-1,21,0,36,0,[],-1,2163,10727
16,40,18,61,1,[],16,2163,10728
-1,20,0,35,0,[],-1,2163,10729
29,31,7,57,2,[],29,2163,10730
20,29,6,58,2,[],20,2163,10731
26,25,26,50,2,[],26,2163,10732
-1,17,0,34,0,[],-1,2163,10733
28,35,1,56,2,[],28,2163,10734
28,49,2,66,1,[],28,2163,10735
11,34,30,57,1,[],11,2163,10736
25,27,22,53,2,[],25,2163,10737
5,59,1,75,1,['B'],5,2163,10738
24,31,8,57,2,[],24,2163,10739
-1,17,0,35,0,[],-1,2163,10740
12,28,24,49,2,[],12,2163,10741
20,47,5,64,1,['Po'],20,2163,10742
10,34,17,54,2,[],10,2163,10743
-1,19,0,31,0,[],-1,2163,10744
18,52,4,67,1,['3'],18,2163,10745
10,44,17,62,1,[],10,2163,10746
2,34,20,53,2,[],2,2163,10747
22,48,11,62,1,[],22,2163,10748
-1,25,0,40,0,[],-1,2163,10749
0,29,27,42,2,[],0,2163,10750
22,39,11,55,2,[],22,2163,10751
13,46,24,59,1,[],13,2163,10752
3,41,14,56,2,[],3,2163,10753
19,39,19,53,2,[],19,2163,10754
13,30,25,44,2,[],13,2163,10755
-1,26,0,40,0,[],-1,2163,10756
-1,21,0,33,0,[],-1,2163,10757
-1,27,0,37,0,[],-1,2163,10758
9,31,29,42,2,[],9,2163,10759
24,42,3,69,1,[],24,2164,10760
28,35,11,63,1,[],28,2164,10761
20,48,1,71,1,['B'],20,2164,10762
18,37,10,64,1,[],18,2164,10763
7,38,6,67,1,[],7,2164,10764
11,29,18,59,1,[],11,2164,10765
1,45,4,66,1,[],1,2164,10766
14,30,22,58,1,[],14,2164,10767
26,31,27,56,1,[],26,2164,10768
4,40,2,70,1,[],4,2164,10769
28,28,11,53,2,[],28,2164,10770
0,29,29,56,1,[],0,2164,10771
2,21,25,49,2,[],2,2164,10772
24,26,3,56,2,[],24,2164,10773
13,25,13,53,2,[],13,2164,10774
18,26,10,54,2,[],18,2164,10775
9,29,30,56,1,[],23,2164,10776
3,23,20,51,2,[],3,2164,10777
25,22,21,51,2,[],25,2164,10778
17,36,9,65,1,[],17,2164,10779
10,31,28,56,1,[],10,2164,10780
1,30,2,56,2,[],1,2164,10781
29,35,13,63,1,[],29,2164,10782
-1,24,0,41,0,[],-1,2164,10783
8,26,14,54,2,[],8,2164,10784
15,29,25,57,1,[],15,2164,10785
6,29,16,60,1,[],6,2164,10786
12,29,23,58,1,[],12,2164,10787
-1,23,0,43,0,[],-1,2164,10788
2,29,24,57,1,[],2,2164,10789
-1,19,0,47,0,[],-1,2164,10790
25,32,20,58,1,[],25,2164,10791
19,27,6,55,2,[],19,2164,10792
0,25,29,47,2,[],0,2164,10793
27,30,19,59,1,[],27,2164,10794
8,40,14,63,1,[],8,2164,10795
21,47,5,67,1,[],21,2164,10796
23,30,26,49,2,[],23,2164,10797
19,46,7,67,1,[],19,2164,10798
13,41,12,63,1,[],13,2164,10799
16,42,17,62,1,['B'],16,2164,10800
29,33,12,54,2,[],29,2164,10801
4,32,1,58,2,[],4,2164,10802
17,34,9,55,2,[],17,2164,10803
3,39,21,58,1,[],3,2164,10804
20,34,8,55,2,[],20,2164,10805
21,35,5,55,2,[],21,2164,10806
23,35,26,58,1,[],23,2164,10807
-1,24,0,39,0,[],-1,2164,10808
22,44,8,65,1,[],22,2164,10809
12,29,22,50,2,[],12,2164,10810
11,27,15,55,2,[],11,2164,10811
-1,24,0,43,0,[],-1,2164,10812
7,40,4,57,2,[],7,2164,10813
5,44,15,63,1,[],5,2164,10814
-1,19,0,32,0,[],-1,2164,10815
16,35,16,55,2,[],16,2164,10816
22,39,7,55,2,[],22,2164,10817
26,29,28,50,2,[],26,2164,10818
15,31,24,52,2,[],15,2164,10819
6,34,17,54,2,[],6,2164,10820
-1,21,0,35,0,[],-1,2164,10821
5,38,18,54,2,[],5,2164,10822
27,36,19,55,2,[],27,2164,10823
14,35,23,53,2,[],14,2164,10824
10,34,27,51,2,[],10,2164,10825
9,30,30,44,2,[],9,2164,10826
-1,15,0,23,0,[],-1,2164,10827
-1,27,0,41,0,[],-1,2164,10828
-1,22,0,33,0,[],-1,2164,10829
20,43,1,66,1,[],20,2165,10830
14,32,14,61,1,[],14,2165,10831
13,32,11,62,1,[],13,2165,10832
6,29,17,61,1,[],6,2165,10833
12,29,29,58,1,[],12,2165,10834
11,33,21,59,1,[],11,2165,10835
7,32,8,62,1,[],7,2165,10836
8,28,25,59,1,[],8,2165,10837
26,31,27,57,1,[],26,2165,10838
17,35,2,63,1,[],17,2165,10839
16,26,2,57,2,[],16,2165,10840
2,34,7,62,1,[],2,2165,10841
24,31,12,62,1,[],24,2165,10842
1,32,10,62,1,[],1,2165,10843
26,24,26,48,2,[],26,2165,10844
0,31,26,58,1,[],0,2165,10845
22,22,28,48,2,[],22,2165,10846
-1,24,0,47,0,[],-1,2165,10847
28,25,5,56,2,[],28,2165,10848
1,27,10,54,2,[],1,2165,10849
21,32,3,64,1,[],21,2165,10850
12,23,29,46,2,[],12,2165,10851
-1,24,0,47,0,[],-1,2165,10852
6,24,16,53,2,[],6,2165,10853
5,31,6,63,1,[],5,2165,10854
-1,22,0,45,0,[],-1,2165,10855
-1,21,0,42,0,[],-1,2165,10856
7,29,7,55,2,[],7,2165,10857
25,26,12,54,2,[],25,2165,10858
3,34,15,60,1,[],3,2165,10859
2,29,8,54,2,[],2,2165,10860
17,35,3,55,2,[],17,2165,10861
28,36,5,61,1,[],28,2165,10862
27,30,23,59,1,[],27,2165,10863
19,36,18,59,1,['Po'],19,2165,10864
15,42,9,61,1,"['A', 'B', 'Dp']",9,2165,10865
23,37,19,62,1,[],23,2165,10866
10,36,24,60,1,[],10,2165,10867
18,36,22,61,1,[],18,2165,10868
5,38,4,56,2,[],5,2165,10869
0,27,27,50,2,[],0,2165,10870
13,36,11,54,2,[],13,2165,10871
21,36,1,58,2,[],21,2165,10872
14,31,15,55,2,[],14,2165,10873
25,43,13,61,1,[],25,2165,10874
27,29,23,52,2,[],27,2165,10875
29,31,17,54,2,[],29,2165,10876
23,28,19,55,2,[],23,2165,10877
8,28,25,50,2,[],8,2165,10878
16,43,4,63,1,[],16,2165,10879
-1,21,0,45,0,[],-1,2165,10880
15,33,6,57,2,[],15,2165,10881
18,29,22,53,2,[],18,2165,10882
10,33,24,54,2,[],10,2165,10883
19,35,20,54,2,[],19,2165,10884
-1,28,0,39,0,[],-1,2165,10885
11,34,21,54,2,[],11,2165,10886
29,47,16,60,1,[],29,2165,10887
4,37,18,54,2,[],4,2165,10888
-1,27,0,48,0,[],-1,2165,10889
24,38,13,55,2,[],24,2165,10890
22,42,28,58,1,[],22,2165,10891
4,50,20,58,1,[],4,2165,10892
20,42,9,57,2,[],20,2165,10893
-1,33,0,45,0,[],-1,2165,10894
3,41,14,55,2,[],3,2165,10895
9,39,30,54,1,[],9,2165,10896
9,31,30,47,2,[],9,2165,10897
-1,27,0,39,0,[],-1,2165,10898
-1,20,0,29,0,[],-1,2165,10899
5,51,3,71,1,['B'],5,2166,10900
10,30,20,58,1,[],10,2166,10901
22,29,30,55,1,[],22,2166,10902
11,30,24,56,1,[],11,2166,10903
21,27,1,55,2,[],21,2166,10904
5,28,3,54,2,[],5,2166,10905
15,25,4,55,2,[],15,2166,10906
14,24,6,55,2,[],14,2166,10907
24,33,10,63,1,[],24,2166,10908
0,26,10,53,2,[],0,2166,10909
21,37,2,68,1,[],21,2166,10910
-1,25,0,43,0,[],-1,2166,10911
9,30,28,55,1,[],15,2166,10912
-1,23,0,47,0,[],-1,2166,10913
0,35,11,62,1,[],0,2166,10914
1,35,13,62,1,[],1,2166,10915
-1,20,0,41,0,[],-1,2166,10916
3,35,12,61,1,[],3,2166,10917
13,38,9,62,1,[],13,2166,10918
23,27,26,57,1,[],23,2166,10919
29,26,2,55,2,[],29,2166,10920
12,28,21,58,1,[],12,2166,10921
6,27,5,54,2,[],6,2166,10922
3,25,12,53,2,[],3,2166,10923
12,27,21,50,2,[],12,2166,10924
2,36,18,58,1,[],2,2166,10925
8,24,25,57,1,[],8,2166,10926
18,21,16,53,2,[],18,2166,10927
20,19,28,48,2,[],20,2166,10928
22,23,30,47,2,[],22,2166,10929
8,20,26,48,2,[],8,2166,10930
13,27,9,53,2,[],13,2166,10931
17,33,15,61,1,[],17,2166,10932
27,32,27,55,1,[],27,2166,10933
24,25,11,53,2,[],24,2166,10934
28,43,7,64,1,['A'],28,2166,10935
26,33,22,59,1,[],26,2166,10936
4,38,16,62,1,[],4,2166,10937
29,42,4,65,1,[],29,2166,10938
-1,24,0,48,0,[],-1,2166,10939
7,30,19,53,2,[],7,2166,10940
7,34,19,61,1,[],7,2166,10941
26,29,22,51,2,[],26,2166,10942
20,32,29,57,1,[],20,2166,10943
-1,18,0,33,0,[],-1,2166,10944
-1,17,0,34,0,[],-1,2166,10945
15,42,5,65,1,['R'],15,2166,10946
25,34,8,54,2,[],25,2166,10947
16,37,23,57,1,[],16,2166,10948
4,29,15,55,2,[],4,2166,10949
14,54,1,69,1,['B'],14,2166,10950
-1,18,0,38,0,[],-1,2166,10951
27,26,27,51,2,[],27,2166,10952
1,36,13,55,2,[],1,2166,10953
18,44,14,61,1,[],18,2166,10954
16,32,23,53,2,[],16,2166,10955
-1,29,0,45,0,[],-1,2166,10956
28,36,7,56,2,[],28,2166,10957
19,33,18,55,2,[],19,2166,10958
17,34,14,56,2,[],17,2166,10959
10,32,20,54,2,[],10,2166,10960
2,36,17,54,2,[],2,2166,10961
25,54,8,61,1,[],25,2166,10962
6,57,6,65,1,['3'],6,2166,10963
23,33,25,53,2,[],23,2166,10964
19,49,17,59,1,[],19,2166,10965
9,34,29,47,2,[],9,2166,10966
11,39,24,48,2,[],11,2166,10967
-1,25,0,38,0,[],-1,2166,10968
-1,24,0,35,0,[],-1,2166,10969
27,54,1,73,1,"['A', 'B']",27,2167,10970
28,44,3,72,1,['B'],28,2167,10971
6,31,20,61,1,[],6,2167,10972
17,35,16,60,1,[],17,2167,10973
10,35,17,60,1,[],10,2167,10974
0,32,2,58,2,[],0,2167,10975
22,28,27,49,2,[],22,2167,10976
24,33,10,63,1,[],24,2167,10977
2,30,22,60,1,[],2,2167,10978
16,24,8,55,2,[],16,2167,10979
16,43,8,67,1,[],16,2167,10980
13,34,21,59,1,[],13,2167,10981
25,25,14,53,2,[],25,2167,10982
8,33,23,59,1,[],8,2167,10983
27,27,7,55,2,[],27,2167,10984
18,27,11,54,2,[],18,2167,10985
19,26,25,50,2,[],19,2167,10986
24,27,9,55,2,[],24,2167,10987
-1,14,0,32,0,[],-1,2167,10988
0,39,4,66,1,[],0,2167,10989
18,35,11,62,1,[],18,2167,10990
26,33,24,59,1,[],26,2167,10991
-1,22,0,49,0,[],-1,2167,10992
28,31,3,57,2,[],28,2167,10993
4,36,12,61,1,[],4,2167,10994
-1,27,0,49,0,[],-1,2167,10995
20,36,29,58,1,[],20,2167,10996
15,34,15,61,1,[],15,2167,10997
12,29,6,57,2,[],12,2167,10998
17,24,16,53,2,[],17,2167,10999
13,26,21,51,2,[],13,2167,11000
14,32,1,55,2,[],14,2167,11001
21,29,10,54,2,[],21,2167,11002
29,33,13,61,1,[],29,2167,11003
5,37,6,65,1,['A'],5,2167,11004
5,37,5,55,2,[],5,2167,11005
1,31,18,54,2,[],1,2167,11006
10,31,17,54,2,[],10,2167,11007
4,26,13,57,2,[],4,2167,11008
12,39,7,65,1,[],12,2167,11009
3,53,5,66,1,"['3', 'B']",3,2167,11010
-1,24,0,49,0,[],-1,2167,11011
21,44,9,65,1,['A'],21,2167,11012
3,33,4,57,2,[],3,2167,11013
19,38,26,60,1,[],19,2167,11014
8,27,23,54,2,[],8,2167,11015
22,38,27,60,1,[],22,2167,11016
26,27,24,54,2,['Po'],26,2167,11017
-1,26,0,45,0,[],-1,2167,11018
-1,27,0,50,0,[],-1,2167,11019
23,36,25,61,1,[],23,2167,11020
20,28,30,52,2,[],20,2167,11021
15,34,15,53,2,[],15,2167,11022
-1,26,0,44,0,[],-1,2167,11023
14,56,2,67,1,"['A', 'B', 'Dp']",14,2167,11024
2,33,22,55,2,[],2,2167,11025
11,33,28,53,2,[],11,2167,11026
9,31,29,51,2,[],9,2167,11027
7,47,19,60,1,[],7,2167,11028
25,47,14,61,1,[],25,2167,11029
-1,29,0,48,0,[],-1,2167,11030
11,45,28,59,1,[],11,2167,11031
29,41,12,55,2,['B'],29,2167,11032
23,37,26,54,2,[],23,2167,11033
1,48,18,60,1,['Ps'],1,2167,11034
6,39,19,55,2,[],6,2167,11035
9,46,30,60,1,[],15,2167,11036
7,37,20,57,2,[],7,2167,11037
-1,27,0,41,0,[],-1,2167,11038
-1,26,0,38,0,[],-1,2167,11039
16,36,17,61,1,[],16,2168,11040
17,36,7,64,1,[],17,2168,11041
21,43,5,63,1,[],21,2168,11042
10,43,6,65,1,[],10,2168,11043
22,33,25,58,1,[],22,2168,11044
12,30,24,58,1,[],12,2168,11045
4,28,11,55,2,[],4,2168,11046
28,40,8,63,1,[],28,2168,11047
24,40,3,66,1,['3'],24,2168,11048
13,32,13,63,1,[],13,2168,11049
0,23,24,53,2,[],0,2168,11050
14,28,12,55,2,[],14,2168,11051
15,21,29,48,2,[],15,2168,11052
19,26,25,50,2,[],19,2168,11053
25,36,18,60,1,[],25,2168,11054
17,29,7,55,2,[],17,2168,11055
4,35,12,62,1,[],4,2168,11056
8,24,20,53,2,[],8,2168,11057
18,25,3,57,2,[],18,2168,11058
8,31,20,59,1,[],8,2168,11059
29,34,11,64,1,[],29,2168,11060
20,32,22,61,1,[],20,2168,11061
7,33,15,62,1,[],7,2168,11062
3,36,10,63,1,[],3,2168,11063
22,22,26,51,2,[],22,2168,11064
27,31,27,57,1,[],27,2168,11065
18,40,4,66,1,['R'],18,2168,11066
27,20,27,49,2,[],27,2168,11067
0,34,23,58,1,[],0,2168,11068
23,27,14,55,2,[],23,2168,11069
1,35,9,64,1,[],1,2168,11070
29,29,10,55,2,[],29,2168,11071
26,26,28,50,2,[],26,2168,11072
13,28,16,54,2,[],13,2168,11073
20,24,22,51,2,[],20,2168,11074
5,52,2,68,1,['3'],5,2168,11075
11,38,30,57,1,[],11,2168,11076
28,34,6,57,2,[],28,2168,11077
-1,26,0,42,0,[],-1,2168,11078
3,33,8,57,2,[],3,2168,11079
9,33,21,51,2,[],9,2168,11080
-1,15,0,30,0,[],-1,2168,11081
2,45,16,60,1,[],2,2168,11082
1,37,9,55,2,[],1,2168,11083
-1,28,0,44,0,[],-1,2168,11084
15,34,29,59,1,[],15,2168,11085
25,34,17,55,2,[],25,2168,11086
7,31,15,57,2,[],7,2168,11087
5,31,4,59,2,[],5,2168,11088
16,34,18,54,2,[],16,2168,11089
10,34,5,57,2,[],10,2168,11090
11,28,30,50,2,[],11,2168,11091
21,32,2,59,2,[],21,2168,11092
-1,29,0,45,0,[],-1,2168,11093
24,40,1,58,2,[],24,2168,11094
6,44,19,62,1,[],6,2168,11095
2,38,13,57,2,[],2,2168,11096
14,58,1,69,1,"['Di', 'Po', 'R']",14,2168,11097
-1,28,0,43,0,[],-1,2168,11098
-1,17,0,27,0,[],-1,2168,11099
6,36,19,56,2,[],6,2168,11100
-1,28,0,44,0,[],-1,2168,11101
-1,28,0,36,0,[],-1,2168,11102
-1,31,0,44,0,[],-1,2168,11103
26,45,28,58,1,[],26,2168,11104
9,42,21,56,1,[],9,2168,11105
23,51,14,62,1,"['B', 'Dp']",23,2168,11106
19,48,26,56,1,[],19,2168,11107
-1,28,0,36,0,[],-1,2168,11108
12,36,23,55,2,[],12,2168,11109
1,49,3,72,1,"['A', 'Dp']",1,2169,11110
21,50,4,69,1,"['B', 'Dp', 'Ps']",21,2169,11111
28,27,16,49,2,[],28,2169,11112
4,55,1,74,1,"['A', 'B', 'Dp']",4,2169,11113
5,36,7,61,1,[],5,2169,11114
12,34,11,60,1,[],12,2169,11115
10,33,20,57,1,[],10,2169,11116
19,23,24,48,2,[],19,2169,11117
24,37,5,63,1,[],24,2169,11118
25,35,9,61,1,[],25,2169,11119
26,31,17,58,1,[],26,2169,11120
2,36,15,58,1,[],2,2169,11121
14,20,28,46,2,[],14,2169,11122
26,23,17,50,2,[],26,2169,11123
29,25,5,54,2,[],29,2169,11124
23,32,14,61,1,[],23,2169,11125
15,26,27,55,1,[],15,2169,11126
3,27,22,59,1,[],3,2169,11127
28,33,16,60,1,[],28,2169,11128
11,30,13,60,1,[],11,2169,11129
8,23,10,53,2,[],8,2169,11130
-1,20,0,42,0,[],-1,2169,11131
4,25,4,54,2,[],4,2169,11132
8,34,12,60,1,[],8,2169,11133
-1,16,0,37,0,[],-1,2169,11134
20,24,19,50,2,[],20,2169,11135
22,23,23,47,2,[],22,2169,11136
18,51,2,69,1,"['A', 'B', 'Dp']",18,2169,11137
1,24,7,54,2,[],1,2169,11138
5,25,6,54,2,[],5,2169,11139
10,22,20,49,2,[],10,2169,11140
-1,22,0,44,0,[],-1,2169,11141
16,37,8,60,1,[],16,2169,11142
19,29,23,57,1,[],19,2169,11143
17,36,10,60,1,[],17,2169,11144
27,28,29,45,2,[],27,2169,11145
7,39,18,59,1,['R'],7,2169,11146
16,27,8,55,2,[],16,2169,11147
-1,20,0,35,0,[],-1,2169,11148
21,33,1,55,2,[],21,2169,11149
15,27,26,48,2,[],15,2169,11150
25,31,9,55,2,[],25,2169,11151
22,32,24,57,1,[],22,2169,11152
2,31,15,51,2,[],2,2169,11153
18,33,3,55,2,[],18,2169,11154
17,27,12,55,2,[],17,2169,11155
3,27,22,50,2,[],3,2169,11156
6,25,27,48,2,[],6,2169,11157
6,36,26,56,1,[],6,2169,11158
14,32,28,56,1,[],14,2169,11159
12,31,11,53,2,[],12,2169,11160
24,33,2,55,2,[],24,2169,11161
0,38,19,59,1,[],0,2169,11162
23,34,13,53,2,[],23,2169,11163
13,43,25,57,1,[],13,2169,11164
29,48,6,62,1,[],29,2169,11165
7,31,18,53,2,[],7,2169,11166
-1,29,0,44,0,[],-1,2169,11167
9,36,30,57,1,[],9,2169,11168
20,42,21,59,1,['3'],20,2169,11169
27,36,29,58,1,[],27,2169,11170
13,29,25,51,2,[],13,2169,11171
0,33,21,54,2,[],0,2169,11172
-1,28,0,38,0,[],-1,2169,11173
11,40,14,51,2,[],11,2169,11174
-1,17,0,24,0,[],-1,2169,11175
9,32,30,44,2,[],9,2169,11176
-1,23,0,36,0,[],-1,2169,11177
-1,24,0,35,0,[],-1,2169,11178
-1,27,0,37,0,[],-1,2169,11179
18,44,8,66,1,['A'],18,2170,11180
24,40,5,68,1,[],24,2170,11181
2,26,18,53,2,[],2,2170,11182
19,57,1,78,1,"['A', 'B', 'Dp']",19,2170,11183
11,25,27,47,2,[],11,2170,11184
27,32,23,58,1,[],27,2170,11185
6,28,8,55,2,[],6,2170,11186
28,26,14,54,2,[],28,2170,11187
2,32,17,60,1,[],2,2170,11188
23,24,11,55,2,[],23,2170,11189
28,34,15,60,1,[],28,2170,11190
29,35,14,61,1,[],29,2170,11191
21,22,16,55,2,[],21,2170,11192
14,28,20,60,1,[],14,2170,11193
29,25,15,54,2,[],29,2170,11194
21,34,16,60,1,[],21,2170,11195
16,21,25,52,2,[],16,2170,11196
7,31,13,61,1,[],7,2170,11197
15,20,28,46,2,[],15,2170,11198
12,30,18,60,1,[],12,2170,11199
10,33,21,58,1,[],10,2170,11200
3,22,30,44,2,[],3,2170,11201
20,27,12,54,2,[],20,2170,11202
7,27,13,54,2,[],7,2170,11203
0,27,6,55,2,[],0,2170,11204
17,27,24,47,2,[],17,2170,11205
-1,21,0,44,0,[],-1,2170,11206
1,34,26,56,1,[],1,2170,11207
26,29,2,56,2,[],26,2170,11208
3,27,30,57,1,[],3,2170,11209
6,34,10,63,1,[],6,2170,11210
