loc,year,pid
USA,2142,10564
USA,2142,10565
USA,2142,10566
USA,2142,10567
Romania,2142,10568
USA,2142,10569
Canada,2142,10570
USA,2142,10571
USA,2142,10572
USA,2142,10573
USA,2142,10574
USA,2142,10575
USA,2142,10576
USA,2142,10577
USA,2142,10578
USA,2142,10579
USA,2142,10580
USA,2142,10581
USA,2142,10582
Argentina,2142,10583
USA,2142,10584
England,2141,10585
USA,2141,10586
USA,2141,10587
USA,2141,10588
USA,2141,10589
USA,2141,10590
USA,2141,10591
USA,2141,10592
USA,2141,10593
USA,2141,10594
USA,2141,10595
USA,2141,10596
USA,2141,10597
USA,2141,10598
Canada,2141,10599
USA,2141,10600
USA,2141,10601
USA,2141,10602
USA,2140,10603
USA,2140,10604
USA,2140,10605
USA,2140,10606
USA,2140,10607
USA,2140,10608
Canada,2140,10609
Russia,2140,10610
USA,2140,10611
USA,2139,10612
USA,2139,10613
USA,2139,10614
USA,2139,10615
USA,2139,10616
USA,2139,10617
USA,2139,10618
USA,2139,10619
USA,2143,10620
Croatia,2143,10621
Lithuania,2143,10622
USA,2143,10623
USA,2143,10624
USA,2143,10625
Canada,2143,10626
USA,2143,10627
USA,2143,10628
USA,2143,10629
USA,2143,10630
USA,2143,10631
Germany,2143,10632
USA,2143,10633
USA,2143,10634
USA,2143,10635
USA,2143,10636
Bosnia and Herzegovina,2143,10637
USA,2143,10638
USA,2143,10639
USA,2143,10640
USA,2143,10641
USA,2143,10642
USA,2143,10643
USA,2143,10644
USA,2143,10645
USA,2143,10646
USA,2143,10647
USA,2143,10648
USA,2143,10649
USA,2143,10650
USA,2143,10651
USA,2143,10652
USA,2143,10653
USA,2143,10654
USA,2142,10655
USA,2142,10656
USA,2142,10657
USA,2142,10658
Greece,2142,10659
USA,2142,10660
USA,2142,10661
USA,2142,10662
USA,2142,10663
Greece,2142,10664
USA,2142,10665
USA,2142,10666
USA,2142,10667
USA,2142,10668
USA,2142,10669
Nigeria,2142,10670
Venezuela,2142,10671
USA,2142,10672
USA,2141,10673
USA,2141,10674
USA,2141,10675
Serbia,2141,10676
USA,2141,10677
USA,2141,10678
USA,2141,10679
USA,2141,10680
USA,2141,10681
USA,2140,10682
Finland,2140,10683
USA,2140,10684
Nigeria,2140,10685
USA,2140,10686
Canada,2140,10687
USA,2140,10688
USA,2140,10689
USA,2144,10690
USA,2144,10691
England,2144,10692
USA,2144,10693
USA,2144,10694
USA,2144,10695
Serbia,2144,10696
USA,2144,10697
Serbia,2144,10698
Serbia,2144,10699
Serbia,2144,10700
USA,2144,10701
USA,2144,10702
USA,2144,10703
Greece,2144,10704
USA,2144,10705
France,2144,10706
USA,2144,10707
USA,2144,10708
USA,2144,10709
USA,2144,10710
USA,2144,10711
USA,2144,10712
USA,2144,10713
USA,2144,10714
USA,2144,10715
USA,2144,10716
Germany,2144,10717
USA,2144,10718
USA,2144,10719
USA,2144,10720
USA,2144,10721
USA,2144,10722
USA,2144,10723
USA,2144,10724
Lithuania,2143,10725
USA,2143,10726
USA,2143,10727
USA,2143,10728
USA,2143,10729
USA,2143,10730
USA,2143,10731
USA,2143,10732
USA,2143,10733
Sudan,2143,10734
USA,2143,10735
USA,2143,10736
USA,2143,10737
USA,2143,10738
Iceland,2143,10739
USA,2143,10740
USA,2143,10741
USA,2143,10742
USA,2142,10743
USA,2142,10744
USA,2142,10745
USA,2142,10746
USA,2142,10747
Ukraine,2142,10748
USA,2142,10749
USA,2142,10750
USA,2142,10751
USA,2141,10752
USA,2141,10753
Canada,2141,10754
USA,2141,10755
USA,2141,10756
USA,2141,10757
Ukraine,2141,10758
USA,2141,10759
France,2145,10760
USA,2145,10761
Australia,2145,10762
Italy,2145,10763
USA,2145,10764
USA,2145,10765
USA,2145,10766
USA,2145,10767
Canada,2145,10768
USA,2145,10769
USA,2145,10770
USA,2145,10771
USA,2145,10772
USA,2145,10773
USA,2145,10774
USA,2145,10775
USA,2145,10776
Italy,2145,10777
USA,2145,10778
Australia,2145,10779
USA,2145,10780
USA,2145,10781
USA,2145,10782
USA,2145,10783
USA,2145,10784
USA,2145,10785
USA,2145,10786
USA,2145,10787
USA,2145,10788
USA,2145,10789
USA,2145,10790
Montenegro,2145,10791
USA,2145,10792
USA,2145,10793
USA,2145,10794
USA,2144,10795
USA,2144,10796
Argentina,2144,10797
Serbia,2144,10798
Turkey,2144,10799
Bosnia and Herzegovina,2144,10800
USA,2144,10801
USA,2144,10802
Germany,2144,10803
Egypt,2144,10804
Italy,2144,10805
USA,2144,10806
USA,2144,10807
France,2144,10808
USA,2144,10809
USA,2144,10810
USA,2144,10811
USA,2144,10812
USA,2143,10813
USA,2143,10814
USA,2143,10815
USA,2143,10816
USA,2143,10817
USA,2143,10818
USA,2143,10819
USA,2143,10820
Nigeria,2143,10821
USA,2142,10822
USA,2142,10823
USA,2142,10824
USA,2142,10825
USA,2142,10826
USA,2142,10827
USA,2142,10828
USA,2142,10829
USA,2146,10830
USA,2146,10831
Ukraine,2146,10832
USA,2146,10833
USA,2146,10834
USA,2146,10835
USA,2146,10836
USA,2146,10837
USA,2146,10838
USA,2146,10839
USA,2146,10840
USA,2146,10841
USA,2146,10842
Central African Republic,2146,10843
USA,2146,10844
USA,2146,10845
USA,2146,10846
USA,2146,10847
USA,2146,10848
Serbia,2146,10849
USA,2146,10850
USA,2146,10851
Serbia,2146,10852
USA,2146,10853
USA,2146,10854
USA,2146,10855
USA,2146,10856
USA,2146,10857
USA,2146,10858
China,2146,10859
Belgium,2146,10860
USA,2146,10861
USA,2146,10862
USA,2146,10863
USA,2146,10864
USA,2145,10865
USA,2145,10866
USA,2145,10867
France,2145,10868
USA,2145,10869
USA,2145,10870
USA,2145,10871
USA,2145,10872
USA,2145,10873
USA,2145,10874
USA,2145,10875
USA,2145,10876
USA,2145,10877
USA,2145,10878
USA,2145,10879
USA,2145,10880
USA,2145,10881
USA,2145,10882
Ukraine,2144,10883
Argentina,2144,10884
USA,2144,10885
USA,2144,10886
USA,2144,10887
USA,2144,10888
USA,2144,10889
USA,2144,10890
USA,2144,10891
USA,2143,10892
USA,2143,10893
Germany,2143,10894
USA,2143,10895
USA,2143,10896
USA,2143,10897
USA,2143,10898
USA,2143,10899
USA,2147,10900
USA,2147,10901
USA,2147,10902
USA,2147,10903
Lithuania,2147,10904
USA,2147,10905
USA,2147,10906
USA,2147,10907
Guadeloupe,2147,10908
USA,2147,10909
USA,2147,10910
USA,2147,10911
USA,2147,10912
USA,2147,10913
Italy,2147,10914
Canada,2147,10915
USA,2147,10916
USA,2147,10917
Canada,2147,10918
Lithuania,2147,10919
Hungary,2147,10920
USA,2147,10921
USA,2147,10922
USA,2147,10923
USA,2147,10924
USA,2147,10925
USA,2147,10926
USA,2147,10927
USA,2147,10928
USA,2147,10929
USA,2147,10930
USA,2147,10931
USA,2147,10932
Argentina,2147,10933
USA,2147,10934
USA,2146,10935
USA,2146,10936
USA,2146,10937
USA,2146,10938
USA,2146,10939
USA,2146,10940
USA,2146,10941
USA,2146,10942
Croatia,2146,10943
USA,2146,10944
USA,2146,10945
USA,2146,10946
Canada,2146,10947
USA,2146,10948
USA,2146,10949
USA,2146,10950
USA,2146,10951
USA,2146,10952
USA,2145,10953
USA,2145,10954
USA,2145,10955
USA,2145,10956
USA,2145,10957
USA,2145,10958
USA,2145,10959
USA,2145,10960
Serbia,2145,10961
Dominican Republic,2144,10962
USA,2144,10963
USA,2144,10964
Nigeria,2144,10965
USA,2144,10966
USA,2144,10967
USA,2144,10968
USA,2144,10969
USA,2148,10970
USA,2148,10971
USA,2148,10972
Spain,2148,10973
USA,2148,10974
USA,2148,10975
USA,2148,10976
USA,2148,10977
USA,2148,10978
USA,2148,10979
USA,2148,10980
USA,2148,10981
USA,2148,10982
USA,2148,10983
USA,2148,10984
USA,2148,10985
USA,2148,10986
USA,2148,10987
USA,2148,10988
USA,2148,10989
USA,2148,10990
USA,2148,10991
USA,2148,10992
USA,2148,10993
USA,2148,10994
USA,2148,10995
France,2148,10996
USA,2148,10997
USA,2148,10998
USA,2148,10999
USA,2148,11000
USA,2148,11001
USA,2148,11002
USA,2148,11003
USA,2148,11004
USA,2147,11005
USA,2147,11006
USA,2147,11007
USA,2147,11008
USA,2147,11009
USA,2147,11010
USA,2147,11011
USA,2147,11012
USA,2147,11013
USA,2147,11014
USA,2147,11015
USA,2147,11016
USA,2147,11017
Chad,2147,11018
USA,2147,11019
USA,2147,11020
USA,2147,11021
USA,2147,11022
USA,2146,11023
USA,2146,11024
USA,2146,11025
Greece,2146,11026
USA,2146,11027
USA,2146,11028
USA,2146,11029
Congo,2146,11030
USA,2146,11031
USA,2145,11032
France,2145,11033
Spain,2145,11034
USA,2145,11035
Canada,2145,11036
USA,2145,11037
USA,2145,11038
USA,2145,11039
Nigeria,2149,11040
USA,2149,11041
USA,2149,11042
USA,2149,11043
USA,2149,11044
USA,2149,11045
Italy,2149,11046
USA,2149,11047
USA,2149,11048
USA,2149,11049
USA,2149,11050
Slovenia,2149,11051
USA,2149,11052
USA,2149,11053
Australia,2149,11054
USA,2149,11055
USA,2149,11056
USA,2149,11057
USA,2149,11058
USA,2149,11059
USA,2149,11060
USA,2149,11061
USA,2149,11062
USA,2149,11063
USA,2149,11064
USA,2149,11065
USA,2149,11066
USA,2149,11067
Senegal,2149,11068
USA,2149,11069
USA,2149,11070
USA,2149,11071
USA,2149,11072
USA,2149,11073
Serbia,2149,11074
USA,2148,11075
USA,2148,11076
USA,2148,11077
USA,2148,11078
USA,2148,11079
Serbia,2148,11080
USA,2148,11081
USA,2148,11082
USA,2148,11083
USA,2148,11084
Greece,2148,11085
Russia,2148,11086
USA,2148,11087
USA,2148,11088
USA,2148,11089
Sweden,2148,11090
USA,2148,11091
USA,2148,11092
USA,2147,11093
USA,2147,11094
USA,2147,11095
USA,2147,11096
USA,2147,11097
USA,2147,11098
USA,2147,11099
USA,2147,11100
USA,2147,11101
USA,2146,11102
USA,2146,11103
USA,2146,11104
USA,2146,11105
Lithuania,2146,11106
Germany,2146,11107
USA,2146,11108
USA,2146,11109
USA,2150,11110
USA,2150,11111
USA,2150,11112
USA,2150,11113
Puerto Rico,2150,11114
USA,2150,11115
Serbia,2150,11116
USA,2150,11117
USA,2150,11118
USA,2150,11119
USA,2150,11120
USA,2150,11121
USA,2150,11122
USA,2150,11123
USA,2150,11124
USA,2150,11125
USA,2150,11126
USA,2150,11127
USA,2150,11128
USA,2150,11129
USA,2150,11130
USA,2150,11131
USA,2150,11132
USA,2150,11133
USA,2150,11134
USA,2150,11135
USA,2150,11136
USA,2150,11137
USA,2150,11138
USA,2150,11139
USA,2150,11140
USA,2150,11141
Italy,2150,11142
Montenegro,2150,11143
USA,2150,11144
USA,2149,11145
USA,2149,11146
Poland,2149,11147
USA,2149,11148
USA,2149,11149
USA,2149,11150
USA,2149,11151
USA,2149,11152
USA,2149,11153
USA,2149,11154
USA,2149,11155
Spain,2149,11156
USA,2149,11157
USA,2149,11158
USA,2149,11159
USA,2149,11160
USA,2149,11161
USA,2149,11162
USA,2148,11163
Montenegro,2148,11164
USA,2148,11165
USA,2148,11166
USA,2148,11167
USA,2148,11168
USA,2148,11169
USA,2148,11170
Italy,2148,11171
USA,2147,11172
Serbia,2147,11173
Serbia,2147,11174
USA,2147,11175
Iran,2147,11176
USA,2147,11177
French Guiana,2147,11178
Russia,2147,11179
USA,2151,11180
USA,2151,11181
Senegal,2151,11182
USA,2151,11183
USA,2151,11184
USA,2151,11185
USA,2151,11186
USA,2151,11187
USA,2151,11188
USA,2151,11189
USA,2151,11190
USA,2151,11191
Canada,2151,11192
USA,2151,11193
USA,2151,11194
USA,2151,11195
USA,2151,11196
USA,2151,11197
Venezuela,2151,11198
USA,2151,11199
USA,2151,11200
USA,2151,11201
USA,2151,11202
USA,2151,11203
USA,2151,11204
USA,2151,11205
Bosnia and Herzegovina,2151,11206
USA,2151,11207
USA,2151,11208
USA,2151,11209
USA,2151,11210
USA,2151,11211
USA,2151,11212
USA,2151,11213
USA,2151,11214
USA,2150,11215
USA,2150,11216
USA,2150,11217
USA,2150,11218
Czech Republic,2150,11219
USA,2150,11220
USA,2150,11221
USA,2150,11222
USA,2150,11223
USA,2150,11224
USA,2150,11225
Mexico,2150,11226
USA,2150,11227
USA,2150,11228
Australia,2150,11229
USA,2150,11230
USA,2150,11231
USA,2150,11232
France,2149,11233
USA,2149,11234
USA,2149,11235
USA,2149,11236
France,2149,11237
Hungary,2149,11238
USA,2149,11239
France,2149,11240
USA,2149,11241
USA,2148,11242
USA,2148,11243
Germany,2148,11244
USA,2148,11245
USA,2148,11246
USA,2148,11247
Australia,2148,11248
USA,2148,11249
USA,2152,11250
USA,2152,11251
USA,2152,11252
Serbia,2152,11253
USA,2152,11254
Turkey,2152,11255
USA,2152,11256
USA,2152,11257
USA,2152,11258
USA,2152,11259
USA,2152,11260
Greece,2152,11261
USA,2152,11262
USA,2152,11263
USA,2152,11264
USA,2152,11265
USA,2152,11266
USA,2152,11267
USA,2152,11268
USA,2152,11269
Latvia,2152,11270
USA,2152,11271
Israel,2152,11272
USA,2152,11273
USA,2152,11274
USA,2152,11275
Brazil,2152,11276
Lithuania,2152,11277
USA,2152,11278
USA,2152,11279
USA,2152,11280
USA,2152,11281
Lithuania,2152,11282
USA,2152,11283
USA,2152,11284
USA,2151,11285
USA,2151,11286
USA,2151,11287
USA,2151,11288
USA,2151,11289
USA,2151,11290
USA,2151,11291
USA,2151,11292
USA,2151,11293
USA,2151,11294
USA,2151,11295
Germany,2151,11296
USA,2151,11297
USA,2151,11298
USA,2151,11299
USA,2151,11300
USA,2151,11301
USA,2151,11302
USA,2150,11303
USA,2150,11304
USA,2150,11305
USA,2150,11306
Greece,2150,11307
USA,2150,11308
USA,2150,11309
USA,2150,11310
USA,2150,11311
USA,2149,11312
USA,2149,11313
Spain,2149,11314
USA,2149,11315
Croatia,2149,11316
USA,2149,11317
USA,2149,11318
USA,2149,11319
USA,2153,11320
USA,2153,11321
USA,2153,11322
USA,2153,11323
USA,2153,11324
USA,2153,11325
USA,2153,11326
USA,2153,11327
New Zealand,2153,11328
USA,2153,11329
Greece,2153,11330
USA,2153,11331
USA,2153,11332
Serbia,2153,11333
USA,2153,11334
USA,2153,11335
Estonia,2153,11336
USA,2153,11337
USA,2153,11338
USA,2153,11339
USA,2153,11340
USA,2153,11341
USA,2153,11342
USA,2153,11343
USA,2153,11344
USA,2153,11345
USA,2153,11346
USA,2153,11347
USA,2153,11348
USA,2153,11349
USA,2153,11350
USA,2153,11351
USA,2153,11352
Guadeloupe,2153,11353
USA,2153,11354
USA,2152,11355
USA,2152,11356
USA,2152,11357
USA,2152,11358
USA,2152,11359
USA,2152,11360
USA,2152,11361
USA,2152,11362
USA,2152,11363
USA,2152,11364
USA,2152,11365
USA,2152,11366
USA,2152,11367
USA,2152,11368
USA,2152,11369
USA,2152,11370
Canada,2152,11371
USA,2152,11372
USA,2151,11373
USA,2151,11374
Serbia,2151,11375
USA,2151,11376
USA,2151,11377
USA,2151,11378
USA,2151,11379
USA,2151,11380
USA,2151,11381
USA,2150,11382
USA,2150,11383
USA,2150,11384
USA,2150,11385
USA,2150,11386
USA,2150,11387
USA,2150,11388
USA,2150,11389
USA,2154,11390
USA,2154,11391
USA,2154,11392
USA,2154,11393
USA,2154,11394
French Guiana,2154,11395
USA,2154,11396
USA,2154,11397
USA,2154,11398
France,2154,11399
USA,2154,11400
USA,2154,11401
USA,2154,11402
USA,2154,11403
USA,2154,11404
USA,2154,11405
USA,2154,11406
USA,2154,11407
USA,2154,11408
USA,2154,11409
USA,2154,11410
Canada,2154,11411
USA,2154,11412
USA,2154,11413
USA,2154,11414
USA,2154,11415
USA,2154,11416
Canada,2154,11417
USA,2154,11418
USA,2154,11419
USA,2154,11420
USA,2154,11421
Nigeria,2154,11422
Lithuania,2154,11423
Croatia,2154,11424
USA,2153,11425
USA,2153,11426
USA,2153,11427
USA,2153,11428
USA,2153,11429
Bulgaria,2153,11430
USA,2153,11431
USA,2153,11432
USA,2153,11433
USA,2153,11434
USA,2153,11435
USA,2153,11436
USA,2153,11437
USA,2153,11438
USA,2153,11439
USA,2153,11440
Nigeria,2153,11441
Nigeria,2153,11442
USA,2152,11443
Serbia,2152,11444
USA,2152,11445
USA,2152,11446
USA,2152,11447
USA,2152,11448
USA,2152,11449
USA,2152,11450
Croatia,2152,11451
USA,2151,11452
USA,2151,11453
Montenegro,2151,11454
Cape Verde,2151,11455
Slovenia,2151,11456
USA,2151,11457
USA,2151,11458
USA,2151,11459
USA,2155,11460
Italy,2155,11461
Israel,2155,11462
USA,2155,11463
USA,2155,11464
USA,2155,11465
USA,2155,11466
USA,2155,11467
USA,2155,11468
USA,2155,11469
USA,2155,11470
USA,2155,11471
USA,2155,11472
USA,2155,11473
Canada,2155,11474
USA,2155,11475
Turkey,2155,11476
USA,2155,11477
Nigeria,2155,11478
USA,2155,11479
USA,2155,11480
USA,2155,11481
Canada,2155,11482
USA,2155,11483
USA,2155,11484
USA,2155,11485
USA,2155,11486
USA,2155,11487
USA,2155,11488
USA,2155,11489
USA,2155,11490
USA,2155,11491
USA,2155,11492
USA,2155,11493
USA,2155,11494
USA,2154,11495
USA,2154,11496
USA,2154,11497
Serbia,2154,11498
USA,2154,11499
USA,2154,11500
USA,2154,11501
USA,2154,11502
USA,2154,11503
USA,2154,11504
USA,2154,11505
France,2154,11506
USA,2154,11507
USA,2154,11508
USA,2154,11509
USA,2154,11510
USA,2154,11511
USA,2154,11512
USA,2153,11513
USA,2153,11514
USA,2153,11515
USA,2153,11516
USA,2153,11517
Argentina,2153,11518
USA,2153,11519
USA,2153,11520
USA,2153,11521
USA,2152,11522
USA,2152,11523
USA,2152,11524
Greece,2152,11525
USA,2152,11526
USA,2152,11527
USA,2152,11528
USA,2152,11529
USA,2156,11530
USA,2156,11531
Bosnia and Herzegovina,2156,11532
Puerto Rico,2156,11533
Brazil,2156,11534
USA,2156,11535
USA,2156,11536
USA,2156,11537
USA,2156,11538
USA,2156,11539
USA,2156,11540
USA,2156,11541
USA,2156,11542
USA,2156,11543
USA,2156,11544
USA,2156,11545
USA,2156,11546
USA,2156,11547
USA,2156,11548
Canada,2156,11549
USA,2156,11550
USA,2156,11551
USA,2156,11552
USA,2156,11553
USA,2156,11554
USA,2156,11555
USA,2156,11556
USA,2156,11557
USA,2156,11558
USA,2156,11559
USA,2156,11560
USA,2156,11561
USA,2156,11562
USA,2156,11563
USA,2156,11564
USA,2155,11565
USA,2155,11566
Greece,2155,11567
USA,2155,11568
USA,2155,11569
USA,2155,11570
USA,2155,11571
USA,2155,11572
USA,2155,11573
USA,2155,11574
USA,2155,11575
USA,2155,11576
USA,2155,11577
USA,2155,11578
USA,2155,11579
USA,2155,11580
USA,2155,11581
USA,2155,11582
Spain,2154,11583
USA,2154,11584
USA,2154,11585
USA,2154,11586
Russia,2154,11587
Canada,2154,11588
USA,2154,11589
USA,2154,11590
Slovenia,2154,11591
USA,2153,11592
USA,2153,11593
USA,2153,11594
USA,2153,11595
USA,2153,11596
Italy,2153,11597
USA,2153,11598
USA,2153,11599
USA,2157,11600
Bulgaria,2157,11601
USA,2157,11602
USA,2157,11603
USA,2157,11604
Poland,2157,11605
Spain,2157,11606
USA,2157,11607
USA,2157,11608
USA,2157,11609
USA,2157,11610
USA,2157,11611
USA,2157,11612
USA,2157,11613
USA,2157,11614
USA,2157,11615
USA,2157,11616
USA,2157,11617
USA,2157,11618
USA,2157,11619
USA,2157,11620
USA,2157,11621
USA,2157,11622
USA,2157,11623
USA,2157,11624
Serbia,2157,11625
USA,2157,11626
USA,2157,11627
USA,2157,11628
USA,2157,11629
USA,2157,11630
Bosnia and Herzegovina,2157,11631
USA,2157,11632
USA,2157,11633
Lithuania,2157,11634
USA,2156,11635
USA,2156,11636
USA,2156,11637
USA,2156,11638
USA,2156,11639
USA,2156,11640
USA,2156,11641
USA,2156,11642
Italy,2156,11643
USA,2156,11644
USA,2156,11645
USA,2156,11646
USA,2156,11647
USA,2156,11648
USA,2156,11649
USA,2156,11650
USA,2156,11651
USA,2156,11652
USA,2155,11653
USA,2155,11654
USA,2155,11655
USA,2155,11656
USA,2155,11657
USA,2155,11658
USA,2155,11659
USA,2155,11660
USA,2155,11661
USA,2154,11662
Dominican Republic,2154,11663
USA,2154,11664
England,2154,11665
USA,2154,11666
Australia,2154,11667
USA,2154,11668
USA,2154,11669
USA,2158,11670
USA,2158,11671
USA,2158,11672
Russia,2158,11673
USA,2158,11674
USA,2158,11675
Germany,2158,11676
USA,2158,11677
USA,2158,11678
USA,2158,11679
Germany,2158,11680
USA,2158,11681
USA,2158,11682
Croatia,2158,11683
USA,2158,11684
USA,2158,11685
USA,2158,11686
USA,2158,11687
Slovenia,2158,11688
USA,2158,11689
USA,2158,11690
Panama,2158,11691
USA,2158,11692
USA,2158,11693
USA,2158,11694
USA,2158,11695
Australia,2158,11696
USA,2158,11697
USA,2158,11698
USA,2158,11699
USA,2158,11700
New Zealand,2158,11701
USA,2158,11702
USA,2158,11703
USA,2158,11704
USA,2157,11705
USA,2157,11706
USA,2157,11707
USA,2157,11708
USA,2157,11709
USA,2157,11710
USA,2157,11711
USA,2157,11712
USA,2157,11713
USA,2157,11714
USA,2157,11715
USA,2157,11716
USA,2157,11717
Nigeria,2157,11718
USA,2157,11719
Serbia,2157,11720
USA,2157,11721
USA,2157,11722
USA,2156,11723
USA,2156,11724
USA,2156,11725
USA,2156,11726
USA,2156,11727
USA,2156,11728
USA,2156,11729
Denmark,2156,11730
USA,2156,11731
USA,2155,11732
USA,2155,11733
USA,2155,11734
Croatia,2155,11735
USA,2155,11736
USA,2155,11737
USA,2155,11738
USA,2155,11739
USA,2159,11740
USA,2159,11741
USA,2159,11742
USA,2159,11743
USA,2159,11744
USA,2159,11745
USA,2159,11746
USA,2159,11747
USA,2159,11748
USA,2159,11749
USA,2159,11750
USA,2159,11751
Romania,2159,11752
USA,2159,11753
USA,2159,11754
USA,2159,11755
USA,2159,11756
USA,2159,11757
USA,2159,11758
Russia,2159,11759
USA,2159,11760
USA,2159,11761
USA,2159,11762
USA,2159,11763
USA,2159,11764
USA,2159,11765
USA,2159,11766
USA,2159,11767
USA,2159,11768
USA,2159,11769
Croatia,2159,11770
USA,2159,11771
USA,2159,11772
USA,2159,11773
USA,2159,11774
USA,2158,11775
USA,2158,11776
USA,2158,11777
USA,2158,11778
USA,2158,11779
USA,2158,11780
USA,2158,11781
Serbia,2158,11782
USA,2158,11783
Israel,2158,11784
USA,2158,11785
USA,2158,11786
USA,2158,11787
USA,2158,11788
USA,2158,11789
USA,2158,11790
USA,2158,11791
Turkey,2158,11792
USA,2157,11793
USA,2157,11794
USA,2157,11795
USA,2157,11796
USA,2157,11797
USA,2157,11798
USA,2157,11799
Puerto Rico,2157,11800
USA,2157,11801
USA,2156,11802
USA,2156,11803
USA,2156,11804
Argentina,2156,11805
USA,2156,11806
Guadeloupe,2156,11807
USA,2156,11808
USA,2156,11809
USA,2160,11810
USA,2160,11811
USA,2160,11812
USA,2160,11813
USA,2160,11814
USA,2160,11815
USA,2160,11816
USA,2160,11817
USA,2160,11818
USA,2160,11819
USA,2160,11820
USA,2160,11821
USA,2160,11822
USA,2160,11823
Brazil,2160,11824
USA,2160,11825
Lithuania,2160,11826
USA,2160,11827
Germany,2160,11828
USA,2160,11829
USA,2160,11830
USA,2160,11831
USA,2160,11832
USA,2160,11833
USA,2160,11834
USA,2160,11835
USA,2160,11836
USA,2160,11837
Nigeria,2160,11838
USA,2160,11839
USA,2160,11840
USA,2160,11841
Israel,2160,11842
Serbia,2160,11843
USA,2160,11844
USA,2159,11845
USA,2159,11846
Canada,2159,11847
USA,2159,11848
USA,2159,11849
USA,2159,11850
USA,2159,11851
USA,2159,11852
USA,2159,11853
USA,2159,11854
USA,2159,11855
USA,2159,11856
USA,2159,11857
USA,2159,11858
USA,2159,11859
Canada,2159,11860
USA,2159,11861
USA,2159,11862
Serbia,2158,11863
USA,2158,11864
Canada,2158,11865
USA,2158,11866
USA,2158,11867
USA,2158,11868
USA,2158,11869
USA,2158,11870
USA,2158,11871
USA,2157,11872
USA,2157,11873
Australia,2157,11874
USA,2157,11875
USA,2157,11876
USA,2157,11877
USA,2157,11878
USA,2157,11879
USA,2161,11880
USA,2161,11881
USA,2161,11882
USA,2161,11883
USA,2161,11884
Canada,2161,11885
Serbia,2161,11886
USA,2161,11887
USA,2161,11888
USA,2161,11889
USA,2161,11890
Italy,2161,11891
USA,2161,11892
USA,2161,11893
USA,2161,11894
Serbia,2161,11895
Spain,2161,11896
USA,2161,11897
Greece,2161,11898
USA,2161,11899
USA,2161,11900
Russia,2161,11901
USA,2161,11902
USA,2161,11903
USA,2161,11904
USA,2161,11905
USA,2161,11906
Russia,2161,11907
USA,2161,11908
USA,2161,11909
USA,2161,11910
USA,2161,11911
USA,2161,11912
Bulgaria,2161,11913
USA,2161,11914
USA,2160,11915
Russia,2160,11916
USA,2160,11917
USA,2160,11918
USA,2160,11919
USA,2160,11920
USA,2160,11921
USA,2160,11922
USA,2160,11923
USA,2160,11924
USA,2160,11925
USA,2160,11926
USA,2160,11927
USA,2160,11928
USA,2160,11929
USA,2160,11930
France,2160,11931
USA,2160,11932
USA,2159,11933
Spain,2159,11934
USA,2159,11935
USA,2159,11936
USA,2159,11937
USA,2159,11938
Italy,2159,11939
USA,2159,11940
USA,2159,11941
Australia,2158,11942
USA,2158,11943
USA,2158,11944
USA,2158,11945
USA,2158,11946
USA,2158,11947
USA,2158,11948
USA,2158,11949
USA,2162,11950
USA,2162,11951
USA,2162,11952
USA,2162,11953
USA,2162,11954
USA,2162,11955
Spain,2162,11956
USA,2162,11957
USA,2162,11958
USA,2162,11959
USA,2162,11960
Dominican Republic,2162,11961
USA,2162,11962
USA,2162,11963
USA,2162,11964
USA,2162,11965
USA,2162,11966
USA,2162,11967
USA,2162,11968
USA,2162,11969
Latvia,2162,11970
USA,2162,11971
USA,2162,11972
Australia,2162,11973
USA,2162,11974
Greece,2162,11975
USA,2162,11976
USA,2162,11977
USA,2162,11978
Iceland,2162,11979
Bosnia and Herzegovina,2162,11980
Nigeria,2162,11981
USA,2162,11982
USA,2162,11983
USA,2162,11984
USA,2161,11985
USA,2161,11986
USA,2161,11987
USA,2161,11988
USA,2161,11989
USA,2161,11990
USA,2161,11991
USA,2161,11992
Spain,2161,11993
Belgium,2161,11994
USA,2161,11995
USA,2161,11996
USA,2161,11997
USA,2161,11998
USA,2161,11999
USA,2161,12000
USA,2161,12001
Italy,2161,12002
USA,2160,12003
USA,2160,12004
Croatia,2160,12005
USA,2160,12006
USA,2160,12007
USA,2160,12008
USA,2160,12009
USA,2160,12010
USA,2160,12011
USA,2159,12012
USA,2159,12013
USA,2159,12014
USA,2159,12015
USA,2159,12016
USA,2159,12017
USA,2159,12018
USA,2159,12019
USA,2163,12020
USA,2163,12021
Finland,2163,12022
USA,2163,12023
USA,2163,12024
USA,2163,12025
USA,2163,12026
USA,2163,12027
Argentina,2163,12028
USA,2163,12029
Greece,2163,12030
USA,2163,12031
USA,2163,12032
Croatia,2163,12033
USA,2163,12034
USA,2163,12035
USA,2163,12036
Jamaica,2163,12037
USA,2163,12038
USA,2163,12039
USA,2163,12040
USA,2163,12041
USA,2163,12042
USA,2163,12043
USA,2163,12044
USA,2163,12045
USA,2163,12046
Italy,2163,12047
USA,2163,12048
USA,2163,12049
USA,2163,12050
USA,2163,12051
USA,2163,12052
USA,2163,12053
USA,2163,12054
USA,2162,12055
USA,2162,12056
USA,2162,12057
Russia,2162,12058
USA,2162,12059
USA,2162,12060
USA,2162,12061
USA,2162,12062
USA,2162,12063
USA,2162,12064
USA,2162,12065
